City_ID,City,Lat,lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
361,tadmur,34.5608,38.2805,13.02,38,0,1.46,SY,1738680901
362,ouddorp,51.8117,3.9347,4.99,88,4,7.17,NL,1738680902
363,corfu,39.62,19.9197,15.88,67,40,1.03,GR,1738680903
364,harper,4.375,-7.7169,30.76,56,48,4.29,LR,1738680904
365,darwin,-12.4611,130.8418,23.99,94,75,2.57,AU,1738680906
366,abra pampa,-22.7205,-65.697,17.75,21,3,1.82,AR,1738680907
367,roma,43.2128,-75.4557,-1.61,80,100,6.17,US,1738680908
368,deschutes river woods,43.9915,-121.3584,-3.6,94,100,0.0,US,1738680909
369,bamboo flat,11.7,92.7167,26.05,83,0,2.57,IN,1738680910
370,kuqa,41.7278,82.9364,-6.88,80,100,1.35,CN,1738680911
371,blackwater,-23.5833,148.8833,22.05,100,100,4.3,AU,1738680912
372,st. john's,47.5649,-52.7093,3.32,91,100,9.77,CA,1738680886
373,kecskemet,46.9062,19.6913,4.29,61,75,2.06,HU,1738680914
374,ulaangom,49.9811,92.0667,-25.03,82,50,1.48,MN,1738680916
375,terekli-mekteb,44.1671,45.8698,6.33,79,100,5.53,RU,1738680917
376,sicuani,-14.2694,-71.2261,15.67,44,97,1.73,PE,1738680918
377,kamennomostskiy,44.2983,40.1856,-0.55,96,100,1.64,RU,1738680919
378,labrador city,52.9463,-66.9114,-19.05,78,75,5.14,CA,1738680920
379,san matias,-16.3667,-58.4,34.57,43,40,2.15,BO,1738680921
380,atherton,53.5237,-2.4935,9.3,71,100,1.79,GB,1738680922
381,praia,14.9215,-23.5087,24.3,53,75,10.8,CV,1738680923
382,ulanhot,46.0833,122.0833,-21.87,84,40,2.07,CN,1738680925
383,yemva,62.59,50.8594,-4.2,95,100,3.84,RU,1738680926
384,kingston,17.997,-76.7936,28.42,78,20,2.06,JM,1738680927
385,almenara,-16.1836,-40.6944,30.44,53,91,1.86,BR,1738680928
386,teguise,29.0605,-13.564,18.12,52,75,7.2,ES,1738680929
387,dompu,-8.5356,118.4622,25.09,94,99,0.6,ID,1738680930
388,kisangani,0.5167,25.2,34.09,32,100,1.45,CD,1738680931
389,lompoc,34.6391,-120.4579,12.85,81,100,5.66,US,1738680904
390,san andres,12.5847,-81.7006,29.01,74,20,6.69,CO,1738680933
391,shanwei,22.782,115.3475,14.4,67,24,7.31,CN,1738680935
392,noshiro,40.2039,140.0242,-2.19,76,100,13.07,JP,1738680936
393,thunder bay,48.4001,-89.3168,-20.01,65,75,5.14,CA,1738680937
394,kenai,60.5544,-151.2583,-13.95,100,0,1.54,US,1738680938
395,cabo san lucas,22.8909,-109.9124,19.4,43,0,4.32,MX,1738680939
396,dongcun,36.7767,121.1597,-5.04,50,3,1.68,CN,1738680940
397,susanville,40.4163,-120.653,2.91,93,100,1.54,US,1738680941
398,freetown,8.484,-13.2299,29.84,70,75,5.66,SL,1738680942
399,nevel'sk,46.6733,141.8633,-2.32,89,100,11.99,RU,1738680943
400,tres arroyos,-38.3739,-60.2798,28.66,22,0,4.93,AR,1738680945
401,lhuentse,27.6679,91.1839,10.31,92,50,0.44,BT,1738680946
402,goure,13.9835,10.2704,33.14,4,0,6.43,NE,1738680947
403,laguna de perlas,12.3429,-83.6712,25.59,88,100,6.37,NI,1738680948
404,sosnovo-ozerskoye,52.5249,111.5418,-21.5,88,100,7.43,RU,1738680949
405,pisco,-13.7,-76.2167,24.03,83,0,2.06,PE,1738680950
406,valderice,38.0401,12.6151,13.5,82,40,4.12,IT,1738680951
407,bullsbrook,-31.6667,116.0,24.77,54,0,0.51,AU,1738680953
408,nova vicosa,-17.8919,-39.3719,30.2,60,4,6.57,BR,1738680954
409,shetpe,44.1667,52.1167,3.63,61,0,3.18,KZ,1738680955
410,ixtapa,20.7,-105.2,24.63,21,0,1.11,MX,1738680956
411,hotan,37.0997,79.9269,-1.69,43,85,0.36,CN,1738680957
412,hilo,19.7297,-155.09,19.17,74,75,3.09,US,1738680958
413,sambava,-14.2667,50.1667,24.8,88,100,1.54,MG,1738680959
414,stutterheim,-32.5708,27.424,30.91,40,41,3.85,ZA,1738680960
415,barguzin,53.6167,109.6167,-18.91,95,100,4.34,RU,1738680961
416,luanda,-8.8368,13.2343,27.34,73,100,3.66,AO,1738680963
417,ad-damazin,11.7891,34.3592,36.22,15,8,2.88,SD,1738680964
418,lautoka,-17.6167,177.4667,23.92,100,100,0.0,FJ,1738680965
419,colby,39.3958,-101.0524,-10.81,85,100,4.63,US,1738680734
420,kodinsk,58.6881,99.1844,-15.04,89,66,4.68,RU,1738680967
421,beyneu,45.3167,55.2,-0.15,67,92,4.75,KZ,1738680968
422,kununurra,-15.7667,128.7333,25.99,89,92,2.57,AU,1738680969
423,duong dong,10.2167,103.9667,26.0,78,0,1.03,VN,1738680971
424,gilgit,35.9221,74.3087,-2.86,45,100,1.26,PK,1738680972
425,linqiong,30.4159,103.4609,7.91,85,99,3.66,CN,1738680973
426,lisbon,38.7167,-9.1333,16.74,52,0,3.09,PT,1738680610
427,fort st. john,56.2499,-120.8529,-34.06,68,100,2.57,CA,1738680975
428,pangody,65.85,74.4859,-21.69,96,92,3.49,RU,1738680976
429,linton,39.0348,-87.1658,2.87,79,19,6.33,US,1738680977
430,east london,-33.0153,27.9116,28.26,71,2,6.58,ZA,1738680978
431,salekhard,66.53,66.6019,-27.31,100,86,0.53,RU,1738680979
432,omdurman,15.6445,32.4777,33.84,17,1,5.45,SD,1738680981
433,pedro munoz,39.4041,-2.9223,12.17,35,0,1.72,ES,1738680982
434,taksimo,56.3444,114.8794,-26.03,98,100,0.67,RU,1738680983
435,rongelap,11.1635,166.8941,26.7,80,32,9.08,MH,1738680984
436,balikpapan,-1.2675,116.8289,26.55,89,20,1.03,ID,1738680985
437,sao jose da coroa grande,-8.8978,-35.1478,28.97,62,37,6.03,BR,1738680986
438,es castell,39.8795,4.2854,15.38,67,20,4.63,ES,1738680987
439,murashi,59.3999,48.9615,-3.27,95,100,2.48,RU,1738680988
440,itoman,26.1247,127.6694,12.21,54,75,11.32,JP,1738680989
441,el fasher,13.6279,25.3494,32.92,9,0,5.15,SD,1738680991
442,cannonvale,-20.2833,148.7,23.66,87,100,2.44,AU,1738680992
443,antonio enes,-16.2325,39.9086,27.79,84,100,4.86,MZ,1738680993
444,vilyuchinsk,52.9306,158.4028,-6.85,94,100,2.22,RU,1738680994
445,manacapuru,-3.2997,-60.6206,27.66,82,70,1.8,BR,1738680995
446,los altos,37.3852,-122.1141,12.79,91,100,8.23,US,1738680996
447,hasaki,35.7333,140.8333,4.53,72,95,6.42,JP,1738680997
448,celestun,20.8667,-90.4,24.83,73,72,3.91,MX,1738680999
449,papao,-17.75,-149.55,24.82,71,47,2.57,PF,1738681000
450,verl,51.55,7.9167,5.4,75,5,1.84,DE,1738681001
451,holmsund,63.706,20.3641,-7.03,92,100,3.6,SE,1738681002
452,thinadhoo,0.5333,72.9333,28.03,67,7,4.02,MV,1738681003
453,lhasa,29.65,91.1,7.76,14,9,1.85,CN,1738681004
454,gargalianoi,37.0667,21.6333,12.12,72,13,3.19,GR,1738681005
455,chrudim,49.9511,15.7956,4.79,52,0,1.54,CZ,1738681006
456,saldanha,-33.0117,17.9442,20.55,78,21,7.56,ZA,1738681007
457,villa emilio carranza,19.9667,-96.6,22.58,84,91,0.62,MX,1738681009
458,vung tau,10.346,107.0843,23.55,78,4,11.79,VN,1738681010
459,oyama,36.3,139.8,2.81,48,33,0.27,JP,1738681011
460,assab,13.0092,42.7394,25.3,61,9,12.64,ER,1738681012
461,manavalakurichi,8.1333,77.3,25.39,73,4,2.73,IN,1738681013
462,sursk,53.0754,45.6846,-1.33,95,100,8.23,RU,1738681014
463,banisilan,7.4908,124.7242,22.19,84,100,2.43,PH,1738681015
464,sibolga,1.7427,98.7792,25.47,88,100,2.0,ID,1738681016
465,tira sujanpur,31.8333,76.5,11.92,62,12,2.47,IN,1738681017
466,taoudenni,22.6783,-3.9836,25.22,10,0,5.43,ML,1738681019
467,centenario,-38.8043,-68.14,21.86,33,0,3.09,AR,1738681020
468,port macquarie,-31.4333,152.9167,22.26,94,100,0.45,AU,1738681021
469,juan rodriguez clara,17.9833,-95.4083,22.04,91,76,3.55,MX,1738681022
470,gisborne,-38.6533,178.0042,15.74,87,80,1.34,NZ,1738681023
471,beloyarskiy,63.7119,66.6722,-22.58,100,97,1.21,RU,1738681024
472,mana,5.6592,-53.7767,26.83,78,40,4.09,GF,1738681025
473,inyonga,-6.7167,32.0667,23.75,83,96,1.51,TZ,1738681027
474,nouadhibou,20.931,-17.0347,25.99,44,0,6.69,MR,1738681028
475,shalqar,47.8333,59.6,-7.76,86,81,5.85,KZ,1738681029
476,teluknaga,-6.0989,106.6381,29.24,88,20,3.09,ID,1738681030
477,bojnurd,37.4747,57.329,4.97,33,0,2.06,IR,1738681031
478,forster,-32.1667,152.5167,20.77,94,100,4.97,AU,1738681032
479,afaahiti,-17.75,-149.2833,26.04,76,20,4.32,PF,1738681033
480,pocatello,42.8713,-112.4455,3.78,84,100,1.34,US,1738680992
481,horta,38.5333,-28.6333,14.45,82,75,3.09,PT,1738681035
482,souillac,-20.5167,57.5167,30.21,79,40,5.66,MU,1738681037
483,libertad,8.9442,125.5019,22.34,94,96,1.58,PH,1738681038
484,purranque,-40.9167,-73.1667,19.04,38,6,0.86,CL,1738681039
485,stephenville,32.2207,-98.2023,16.07,94,100,0.0,US,1738681040
486,lubao,14.9167,120.55,25.84,78,93,3.03,PH,1738681041
487,akureyri,65.6835,-18.0878,-1.04,86,100,8.75,IS,1738681042
488,novaya igirma,57.1334,103.9112,-13.71,87,100,6.64,RU,1738681043
489,cavelossim,15.1726,73.9419,26.99,75,75,3.83,IN,1738681044
490,siocon,7.7061,122.1353,25.34,86,100,1.78,PH,1738681046
491,salahonda,2.1019,-78.7217,26.34,81,88,4.76,CO,1738681047
492,aldinga beach,-35.2793,138.4604,19.24,77,5,9.49,AU,1738681048
493,ballito,-29.539,31.2144,27.94,81,4,3.35,ZA,1738681049
494,tafuna,-14.3358,-170.72,27.91,71,17,1.47,AS,1738681050
495,bend,44.0582,-121.3153,-3.01,94,100,0.0,US,1738680971
496,montelibano,7.9829,-75.4229,27.57,75,100,1.52,CO,1738681052
497,antibes,43.5624,7.1278,14.71,72,20,3.09,FR,1738681053
498,piriapolis,-34.8682,-55.2744,32.09,74,75,7.72,UY,1738681054
499,hadibu,12.65,54.0333,21.83,59,58,6.16,YE,1738681056
500,cotronei,39.1582,16.7809,8.9,81,87,2.09,IT,1738681057
501,qarqaraly,49.4058,75.4742,-12.63,96,30,3.83,KZ,1738681058
502,baiquan,47.5833,126.0833,-31.66,100,58,2.13,CN,1738681059
503,aroma,15.8167,36.1333,34.49,20,1,5.86,SD,1738681060
504,kasongo-lunda,-6.4667,16.8167,27.72,64,100,1.5,CD,1738681061
505,san antonio de pale,-1.4014,5.6325,27.58,78,75,3.99,GQ,1738681062
506,sungai penuh,-2.0833,101.3833,19.05,92,100,0.27,ID,1738681064
507,krasnoturansk,54.3186,91.5639,-20.87,100,94,0.58,RU,1738681065
508,qaisumah,28.3112,46.1273,22.98,13,0,5.14,SA,1738681066
509,aykhal,66.0,111.5,-38.28,100,100,5.63,RU,1738681067
510,natal,-5.795,-35.2094,30.36,66,75,6.69,BR,1738681068
511,janakpur,26.7183,85.9065,17.76,37,13,2.37,NP,1738681069
512,mogadishu,2.0371,45.3438,26.93,78,0,9.26,SO,1738681070
513,ciudad sabinas hidalgo,26.5,-100.1667,21.38,74,0,0.49,MX,1738681071
514,kedougou,12.5579,-12.1743,34.59,8,81,2.37,SN,1738681072
515,sertanopolis,-23.0586,-51.0364,22.08,97,100,2.36,BR,1738681074
516,baiti,13.745,-14.7482,31.21,7,100,4.37,SN,1738681075
517,brownwood,31.7093,-98.9912,13.0,100,100,1.54,US,1738681076
518,antalaha,-14.9003,50.2788,24.79,91,100,0.82,MG,1738681077
519,beldanga,23.9333,88.25,20.31,31,95,2.38,IN,1738681078
520,luwuk,-0.9516,122.7875,22.87,91,88,1.3,ID,1738681079
521,santana,-0.0583,-51.1817,29.1,74,40,1.03,BR,1738681080
522,buala,-8.145,159.5921,27.18,80,89,3.11,SB,1738681081
523,saipan,15.1355,145.701,28.39,74,75,4.12,MP,1738681082
524,el porvenir,13.7617,-87.3458,28.24,42,1,2.7,HN,1738681084
525,jamui,24.9167,86.2167,19.12,34,4,2.0,IN,1738681085
526,dubbo,-32.25,148.6167,25.07,57,73,2.57,AU,1738680803
527,playa del ingles,27.7567,-15.5787,20.86,63,0,2.68,ES,1738681087
528,concepcion,-36.827,-73.0498,21.89,43,0,3.09,CL,1738681088
529,al mijlad,11.0333,27.7333,36.92,11,15,5.14,SD,1738681089
530,barah,13.7,30.3667,33.81,14,0,4.98,SD,1738681090
531,guatrache,-37.6678,-63.5302,30.01,19,4,2.32,AR,1738681091
532,gizo,-8.103,156.8419,28.09,78,100,4.49,SB,1738681092
533,wynyard,-41.0,145.7167,15.66,69,36,2.68,AU,1738681094
534,magistral'nyy,56.1725,107.4458,-17.64,92,100,2.8,RU,1738681095
535,grand falls-windsor,48.9332,-55.6649,0.84,88,100,2.68,CA,1738681096
536,dinguiraye,11.3,-10.7167,34.1,10,80,1.21,GN,1738681097
537,toulepleu guere,6.574,-8.4259,37.75,13,11,1.43,CI,1738681098
538,suva,-18.1416,178.4415,23.71,100,75,1.03,FJ,1738681099
539,williams lake,52.1415,-122.1445,-23.24,87,40,1.54,CA,1738681101
540,road town,18.4167,-64.6167,27.02,74,40,4.12,VG,1738681102
541,port augusta,-32.5,137.7667,22.3,64,6,9.31,AU,1738681103
542,north bend,43.4065,-124.2243,0.95,93,0,4.12,US,1738681104
543,manay,7.215,126.5397,23.29,87,100,2.69,PH,1738681105
544,broome,42.2506,-75.833,-0.75,77,100,6.26,US,1738681106
545,bata,1.8639,9.7658,28.81,72,88,5.88,GQ,1738681107
546,wuhai,39.6647,106.8122,-9.92,37,3,4.73,CN,1738681108
547,general acha,-37.377,-64.6043,29.92,18,1,0.82,AR,1738681109
548,nieves,15.3274,120.9485,23.28,79,96,1.54,PH,1738681111
549,tarawa,1.419,172.984,27.05,78,20,6.69,KI,1738681112
550,ghadamis,30.1337,9.5007,16.75,18,0,3.58,LY,1738681113
551,arish,31.1316,33.7984,17.1,67,40,3.09,EG,1738681114
552,tidjikja,18.5564,-11.4271,25.9,9,0,6.17,MR,1738681115
553,bovalino,38.149,16.174,12.94,79,98,1.76,IT,1738681116
554,al mindak,20.1588,41.2834,14.89,76,53,2.38,SA,1738681117
555,bodo,67.28,14.405,-5.98,93,100,18.01,NO,1738681118
556,visakhapatnam,17.69,83.2093,24.94,100,40,1.03,IN,1738681119
557,sao tome,0.3365,6.7273,27.99,77,44,3.37,ST,1738681121
558,choibalsan,48.0667,114.5,-20.15,75,14,6.76,MN,1738681122
559,thanh hoa,19.8,105.7667,14.02,75,96,1.66,VN,1738681123
560,kittila,67.6647,24.8936,-20.77,77,75,2.57,FI,1738681124
561,laguna,38.421,-121.4238,11.08,91,100,7.72,US,1738681125
562,serra talhada,-7.9919,-38.2983,33.54,32,14,5.46,BR,1738681126
563,juneau,58.3019,-134.4197,-4.0,63,0,2.57,US,1738681127
564,fortuna,40.5982,-124.1573,3.53,97,100,2.57,US,1738681128
565,yanbu,24.0891,38.0637,28.02,51,8,4.12,SA,1738681129
566,pedernales,18.0384,-71.744,26.96,69,0,3.84,DO,1738681131
567,novoderevyankovskaya,46.3231,38.7472,-1.82,93,82,2.1,RU,1738681132
568,gorontalo,0.5412,123.0595,23.6,97,96,1.54,ID,1738681133
569,moundou,8.5667,16.0833,39.13,6,0,2.06,TD,1738681134
570,hami,42.8,93.45,-4.66,48,0,1.54,CN,1738681135
571,fort bragg,35.139,-79.006,15.38,81,0,2.57,US,1738681136
572,och'amch'ire,42.7123,41.4686,6.01,78,100,5.01,GE,1738681137
573,sayaxche,16.5167,-90.1667,21.25,87,55,0.54,GT,1738681138
574,lagdo,9.05,13.7333,38.18,6,90,3.07,CM,1738681139
575,ketchikan,55.3422,-131.6461,-2.01,22,0,4.63,US,1738681141
576,katsuura,35.1333,140.3,5.32,66,100,9.98,JP,1738681142
577,ibshaway,29.358,30.6814,21.04,36,100,4.75,EG,1738681143
578,radhanpur,23.8333,71.6,18.78,28,1,3.58,IN,1738681144
579,nguigmi,14.2495,13.1092,31.08,9,19,3.92,NE,1738681145
580,thabazimbi,-24.5917,27.4116,32.93,28,67,1.07,ZA,1738681146
581,qal'ah-ye shahr,35.5473,65.5676,-9.41,80,16,4.18,AF,1738681147
582,aras-asan,8.8908,126.3033,24.87,86,98,3.09,PH,1738681149
583,sawakin,19.1059,37.3321,26.51,71,22,4.08,SD,1738681150
584,tenenkou,14.4572,-4.9169,31.37,10,100,4.9,ML,1738681151
585,trincomalee,8.5711,81.2335,27.29,64,82,5.66,LK,1738681152
586,bartica,6.4,-58.6167,30.64,55,49,2.11,GY,1738681153
587,nema,57.5067,50.5011,-2.52,95,100,2.21,RU,1738681154
588,miramar beach,30.3744,-86.3586,16.2,99,40,1.54,US,1738681155
589,harstad,68.799,16.5293,-3.25,83,100,7.15,NO,1738681156
590,tual,-5.6667,132.75,27.37,82,100,10.2,ID,1738681157
591,chilecito,-29.1619,-67.4974,27.51,43,1,4.14,AR,1738681158
